CustomerID,CustomerName,Email,Country,Age,PurchaseAmount,OrderDate
2560,Peter,mary@yahoo.com,,41,5775,
2670,John,,Rwanda,43,17512,2024-05-12
1301,,john@gmail.com,,47,14139,2025-02-20
1742,Jane,mary@yahoo.com,Tanzania,51,22102,
2903,John,invalid_email,Uganda,63,9792,2024-01-01
1586,,john@gmail.com,,55,6973,2024-05-12
1985,Alice,,Tanzania,22,6474,2024-01-01
2862,Jane,,Rwanda,22,3848,2024-01-01
1343,,mary@yahoo.com,,36,22076,2025-02-20
1812,Jane,john@gmail.com,Rwanda,68,13167,2024-05-12
2986,Mary,invalid_email,Tanzania,55,3404,
1799,,,Rwanda,45,35873,2024-01-01
2023,Alice,,Tanzania,43,12766,2024-05-12
2169,Alice,john@gmail.com,Tanzania,59,49316,2024-01-01
2309,Mike,invalid_email,Rwanda,40,15895,
2998,Jane,mary@yahoo.com,Kenya,63,9574,
2676,,john@gmail.com,Uganda,66,15807,2024-05-12
2075,Alice,mary@yahoo.com,,47,43041,2025-02-20
2326,Jane,,,20,14086,
2091,Mike,mary@yahoo.com,Uganda,45,22762,
1359,,invalid_email,,50,14602,2025-02-20
2624,,,,59,37294,
2980,Mike,invalid_email,,20,49180,
2242,Mary,mary@yahoo.com,Uganda,22,289,
2984,,john@gmail.com,,36,43121,2024-01-01
2008,Jane,,Tanzania,59,22102,2024-05-12
1702,Alice,,,65,6876,
2988,Alice,john@gmail.com,Rwanda,18,38144,
1573,Jane,john@gmail.com,Kenya,55,4043,2024-01-01
2607,Jane,invalid_email,Kenya,26,22461,
2183,Jane,mary@yahoo.com,Kenya,22,9368,
2703,Peter,invalid_email,Uganda,63,49025,
2111,,mary@yahoo.com,Uganda,59,24638,
1686,Alice,invalid_email,Tanzania,51,4043,
1779,,john@gmail.com,Kenya,54,35322,2025-02-20
1583,Mike,,Tanzania,50,26205,
2779,Alice,mary@yahoo.com,Kenya,42,13645,2024-01-01
1587,Peter,,Uganda,59,11937,
2181,Jane,,Rwanda,46,26205,
1487,Mary,john@gmail.com,Rwanda,42,43101,
1969,Jane,invalid_email,Rwanda,-5,-100,2024-01-01
2346,,invalid_email,,26,26631,2025-02-20
2632,Jane,john@gmail.com,Rwanda,20,5630,2024-01-01
2403,Peter,,,32,44231,2025-02-20
2124,,,Kenya,21,41534,2024-05-12
1492,Alice,invalid_email,Rwanda,62,32662,
2666,Jane,mary@yahoo.com,,55,43121,
2636,Alice,,,37,17259,
1017,John,mary@yahoo.com,,66,1367,2025-02-20
2476,Mike,,Tanzania,40,24376,2024-01-01
2504,,mary@yahoo.com,Tanzania,54,33370,2025-02-20
2616,Alice,,,64,24039,
1395,Mary,mary@yahoo.com,,25,14641,
1999,Mike,mary@yahoo.com,Rwanda,54,39199,
2301,,mary@yahoo.com,Kenya,62,30635,
1849,,mary@yahoo.com,,50,33863,2024-05-12
2387,Mary,john@gmail.com,Uganda,50,27366,
2353,Jane,,Tanzania,24,33863,2025-02-20
2663,Mike,,Rwanda,39,29567,
2366,Alice,,Rwanda,22,3656,
1820,Mike,john@gmail.com,Uganda,63,32068,2024-05-12
1453,Jane,john@gmail.com,Uganda,32,8094,
2623,Peter,john@gmail.com,Rwanda,38,41623,
1723,,john@gmail.com,Uganda,42,289,2025-02-20
2677,Mary,mary@yahoo.com,Rwanda,34,,2024-05-12
2087,Jane,,,67,21877,
2098,Peter,invalid_email,Uganda,24,4043,2025-02-20
1709,Mike,,,-5,-100,
1141,Mike,john@gmail.com,,67,43101,2024-05-12
1915,Jane,,Uganda,36,13645,
2937,Alice,john@gmail.com,Rwanda,69,24376,2025-02-20
1826,Mike,john@gmail.com,,24,39199,2024-05-12
1603,Alice,john@gmail.com,Rwanda,57,34866,
2495,Alice,john@gmail.com,Kenya,62,5630,
2439,,john@gmail.com,Uganda,67,40857,2024-05-12
1303,Alice,,Tanzania,41,43121,
1734,John,,Uganda,28,39052,
2519,,john@gmail.com,Kenya,58,18531,2025-02-20
1289,Peter,john@gmail.com,,150,32706,
2962,Peter,john@gmail.com,Tanzania,18,11937,
1100,Mike,john@gmail.com,Tanzania,-5,38258,2024-01-01
2289,Mike,mary@yahoo.com,Rwanda,49,3656,
1865,Alice,mary@yahoo.com,,57,44362,
1966,,invalid_email,Rwanda,,18241,2024-05-12
2644,,john@gmail.com,Tanzania,61,21343,
1972,John,invalid_email,Tanzania,19,24353,
1840,Alice,,,32,5411,2025-02-20
1960,John,invalid_email,Uganda,38,11937,2024-01-01
1940,,,,41,8629,2024-01-01
2799,Alice,mary@yahoo.com,,67,30840,
2025,Mary,mary@yahoo.com,Rwanda,34,30180,2024-05-12
1083,Mary,john@gmail.com,Uganda,64,261,2024-01-01
2816,Jane,john@gmail.com,Rwanda,69,2847,2024-01-01
1326,Alice,,,69,1406,
1814,,,Uganda,26,21877,2024-01-01
2472,Mike,,,52,2847,2025-02-20
1452,Peter,john@gmail.com,,37,43673,
2946,Jane,john@gmail.com,Kenya,36,19215,2024-01-01
1627,Mike,,Tanzania,35,45251,2024-01-01
2243,Mary,,Uganda,37,35322,2024-01-01
2176,Alice,,Tanzania,47,12766,
1663,Jane,mary@yahoo.com,Kenya,57,42657,2024-05-12
1010,Alice,invalid_email,Uganda,18,21343,
2155,Mary,invalid_email,Tanzania,41,26954,2024-01-01
1302,Jane,john@gmail.com,Tanzania,41,23583,
2315,Mary,mary@yahoo.com,Uganda,64,26039,
1973,John,,Tanzania,36,1685,2024-01-01
2322,Mary,john@gmail.com,Tanzania,47,8671,2024-01-01
2762,,mary@yahoo.com,Uganda,43,1406,
1781,,,Tanzania,59,41623,2024-05-12
1041,Alice,mary@yahoo.com,Tanzania,61,49084,
1942,Peter,john@gmail.com,Rwanda,55,1785,2024-05-12
1341,Mary,invalid_email,,46,21934,2025-02-20
2348,Mike,,Rwanda,30,2712,2024-05-12
2836,,,Kenya,21,27580,
1496,,mary@yahoo.com,Rwanda,62,33259,2024-01-01
1362,Peter,john@gmail.com,Rwanda,34,18147,2025-02-20
1889,John,john@gmail.com,Kenya,50,261,
1425,Jane,,Tanzania,22,18241,2024-05-12
2003,Jane,john@gmail.com,Tanzania,45,24376,2025-02-20
1019,,john@gmail.com,Rwanda,41,4043,
1405,Peter,,Kenya,34,39604,2024-05-12
1617,,,Tanzania,67,8671,
2013,Jane,invalid_email,,56,19557,
1334,,invalid_email,Uganda,65,10014,2024-05-12
2837,Mary,mary@yahoo.com,Uganda,57,40076,
2139,Peter,,,61,31651,2024-01-01
2146,Alice,mary@yahoo.com,Uganda,63,13517,2024-01-01
1397,Mary,invalid_email,Rwanda,68,41094,
1791,Mary,,Uganda,28,30840,
2826,Mary,john@gmail.com,Uganda,29,43685,
1713,Alice,invalid_email,,30,17512,2024-01-01
1049,,,Tanzania,25,6876,
2805,John,invalid_email,,18,32582,2024-05-12
1322,,,Rwanda,26,6876,2024-05-12
1787,,,Uganda,45,27580,
1139,,,Tanzania,19,2795,2024-01-01
1468,Mike,mary@yahoo.com,,31,2793,
1785,,,,30,8492,
2824,Jane,invalid_email,Uganda,65,33370,2024-01-01
2356,,,Uganda,19,26657,2025-02-20
2915,Peter,john@gmail.com,,21,44231,2025-02-20
1962,,invalid_email,,29,11494,
2006,John,,Rwanda,65,14920,2025-02-20
1371,Peter,,Uganda,27,19557,2024-05-12
2586,,john@gmail.com,,20,40497,
1492,Jane,,Kenya,21,763,
2561,Alice,invalid_email,,23,46676,
2691,,invalid_email,Tanzania,40,17362,2024-01-01
1749,Mary,john@gmail.com,Tanzania,22,289,2025-02-20
2178,,,Kenya,67,43789,2024-01-01
1289,Mary,invalid_email,Rwanda,20,48290,
2670,Alice,invalid_email,Uganda,27,26954,2024-05-12
2166,,invalid_email,Uganda,60,24376,2025-02-20
1104,John,,,36,6474,2024-01-01
2442,John,john@gmail.com,Tanzania,31,22102,2025-02-20
1668,Peter,invalid_email,Rwanda,38,32662,
2680,Alice,,Rwanda,60,19869,2024-05-12
1000,,,Rwanda,45,3656,2025-02-20
2967,John,mary@yahoo.com,,38,19042,2024-05-12
1587,,john@gmail.com,Uganda,53,2795,
1642,Alice,,Rwanda,41,29567,
1088,Jane,invalid_email,,-5,3990,2024-01-01
2367,Mary,mary@yahoo.com,,55,1685,
1348,,john@gmail.com,Kenya,34,45858,2024-01-01
2481,Mary,,,39,35873,2024-05-12
2285,Mary,mary@yahoo.com,Rwanda,36,40497,2024-01-01
2373,,mary@yahoo.com,,62,27990,2025-02-20
2130,Alice,,Uganda,-5,8210,2024-01-01
2608,Alice,john@gmail.com,,27,23876,
2061,Peter,,Rwanda,28,2795,
1907,Mary,,Tanzania,55,2795,2024-05-12
1157,Peter,invalid_email,Uganda,19,289,
2605,,,Kenya,50,28793,
1957,Mary,mary@yahoo.com,Kenya,60,39288,2024-05-12
1310,Peter,john@gmail.com,,48,19218,
2263,Peter,,,65,17668,
2960,Jane,,,52,18241,
1443,Peter,john@gmail.com,Tanzania,54,47816,2025-02-20
1296,Alice,,Tanzania,64,30840,2024-05-12
1950,Peter,invalid_email,Kenya,64,26039,
1034,Mary,,Rwanda,53,12285,
2106,Peter,invalid_email,Kenya,40,5775,2024-01-01
2474,John,mary@yahoo.com,Kenya,53,12766,2025-02-20
2908,Mike,mary@yahoo.com,Tanzania,57,9574,
2797,Mary,,,56,19042,2024-05-12
2844,John,invalid_email,Tanzania,43,29227,
2407,,mary@yahoo.com,,42,21618,2024-05-12
2194,Mary,,Tanzania,34,11634,
2398,Alice,john@gmail.com,Tanzania,32,17775,2025-02-20
2707,Mike,john@gmail.com,Kenya,54,5411,2024-01-01
2384,Mike,invalid_email,Rwanda,62,24376,2025-02-20
1557,Alice,,Kenya,21,25546,2024-01-01
1889,Mike,,Uganda,39,18241,2024-05-12
1139,Alice,invalid_email,Tanzania,34,43789,2025-02-20
1885,John,john@gmail.com,Tanzania,39,43789,2025-02-20
2940,,invalid_email,Uganda,34,16298,2025-02-20
2140,Jane,,Tanzania,31,17362,
2299,Mary,mary@yahoo.com,Tanzania,31,37165,2024-05-12
1724,Alice,,,34,42630,2024-01-01
2242,Mary,mary@yahoo.com,Tanzania,25,28121,2025-02-20
2927,,mary@yahoo.com,Uganda,51,2795,2024-05-12
2048,John,mary@yahoo.com,Kenya,43,38144,
1519,Jane,invalid_email,Tanzania,62,29567,
2805,,john@gmail.com,Rwanda,47,2712,2024-05-12
1008,John,invalid_email,Uganda,39,2127,2024-01-01
1982,Mike,john@gmail.com,,33,6973,2024-05-12
1376,Mary,,,47,6973,2024-05-12
2655,,,Uganda,33,27990,
2659,Jane,,Kenya,55,47291,
1680,Mike,invalid_email,Uganda,-5,49316,2024-01-01
1582,,invalid_email,,41,18147,
1150,Jane,john@gmail.com,,53,40394,2024-05-12
1718,Mike,invalid_email,Rwanda,52,17775,
2071,John,mary@yahoo.com,,23,17512,
2176,Alice,invalid_email,Uganda,21,6365,
1857,Mary,john@gmail.com,,35,32706,2024-01-01
2315,Peter,john@gmail.com,Uganda,23,44362,2024-05-12
2602,Peter,mary@yahoo.com,Rwanda,43,32706,2024-01-01
1048,John,john@gmail.com,Rwanda,54,960,
1662,,,Kenya,44,2712,
1529,Mary,,Rwanda,58,32662,2024-01-01
2634,,invalid_email,Tanzania,28,18241,
2082,Mary,,,55,11937,2025-02-20
2189,John,invalid_email,,33,5156,
2224,Mary,,Uganda,36,960,2024-05-12
1855,Alice,invalid_email,Rwanda,60,2712,
1144,,mary@yahoo.com,Kenya,,10014,2024-05-12
1913,John,john@gmail.com,Kenya,32,45858,
2698,Alice,john@gmail.com,Kenya,43,17668,2024-01-01
2992,Mary,mary@yahoo.com,,58,6496,2024-01-01
1991,John,,Tanzania,48,17259,
2461,Mary,,Rwanda,36,48802,2024-05-12
1240,,,Kenya,68,17512,
1579,John,john@gmail.com,Tanzania,41,29567,2024-05-12
1685,Mary,,,26,7010,
2583,,invalid_email,Uganda,40,14641,
1481,Alice,,Rwanda,21,30180,
2130,,,Rwanda,27,23876,2024-01-01
2248,Alice,mary@yahoo.com,,26,8492,2024-05-12
1671,Mary,invalid_email,,36,40442,
1629,John,,Rwanda,32,30918,
1659,Peter,invalid_email,,68,11494,
2999,Alice,,,51,6973,2024-01-01
1660,Alice,john@gmail.com,,59,9792,2025-02-20
2454,,,Rwanda,36,36020,2024-01-01
1803,Mike,mary@yahoo.com,Rwanda,66,19557,2025-02-20
2677,Peter,,Rwanda,69,2533,2024-01-01
1417,Mary,,Tanzania,38,17512,
1986,,mary@yahoo.com,,51,11634,
2477,John,,Tanzania,68,14139,2024-05-12
2182,Mike,,Uganda,34,6876,
2545,Mary,,Rwanda,35,960,
1648,Jane,invalid_email,,34,22762,2024-05-12
1967,,,Kenya,19,22762,2025-02-20
1588,Alice,,Uganda,68,19215,2025-02-20
2099,Jane,john@gmail.com,Kenya,18,22503,
1507,Alice,,Kenya,60,29567,2024-05-12
1439,Alice,invalid_email,Rwanda,27,24400,
2276,Jane,mary@yahoo.com,,54,26039,
1919,,mary@yahoo.com,Kenya,65,32582,2025-02-20
1768,,mary@yahoo.com,,22,46799,
2342,Jane,john@gmail.com,Kenya,150,19869,
2825,Mary,invalid_email,Uganda,29,15895,2024-01-01
1261,Mike,,,53,13873,2024-01-01
2619,Mike,mary@yahoo.com,,48,36020,
2680,Jane,invalid_email,Kenya,150,15895,2024-05-12
2857,Mary,,,55,22461,
2576,,john@gmail.com,Uganda,68,15807,
2396,Mike,invalid_email,Uganda,26,22076,2024-01-01
1635,Mary,invalid_email,Uganda,61,16950,2025-02-20
2189,,,,43,2712,
2959,Mary,invalid_email,Rwanda,32,38258,
2775,Alice,,Kenya,33,30180,
1457,Mike,john@gmail.com,,30,10014,2024-01-01
1997,,john@gmail.com,Uganda,42,19218,2024-01-01
2302,Mike,,Kenya,47,2668,
1698,Alice,,Kenya,,24039,
1300,Jane,,Rwanda,24,10014,2024-05-12
2553,Alice,mary@yahoo.com,,150,30403,2025-02-20
2602,Mike,mary@yahoo.com,,69,14086,
2240,Mike,,,21,45074,
2124,,john@gmail.com,,60,22399,
1552,,mary@yahoo.com,Uganda,57,8892,2024-01-01
1286,Jane,invalid_email,Uganda,55,25951,2024-01-01
2189,Alice,john@gmail.com,Kenya,47,3727,2024-05-12
1619,,invalid_email,,27,289,2024-01-01
2004,John,,,47,43673,
1034,,john@gmail.com,,56,7010,2025-02-20
1742,John,,Uganda,24,1785,2025-02-20
2763,Jane,,Tanzania,53,2127,2025-02-20
1351,Alice,,Kenya,52,39604,2025-02-20
2698,Alice,invalid_email,,41,48290,
2921,Mary,,Rwanda,56,24039,
1071,Mike,mary@yahoo.com,Rwanda,53,26657,
1646,Peter,john@gmail.com,Tanzania,62,763,2024-05-12
2375,,mary@yahoo.com,Uganda,37,29227,2024-01-01
2913,,invalid_email,Uganda,66,28121,2024-01-01
2092,Jane,invalid_email,Uganda,49,33259,
1423,Peter,john@gmail.com,,56,38144,2025-02-20
1997,,,Rwanda,66,30840,
1706,Peter,,Uganda,43,22461,2024-05-12
2803,Jane,invalid_email,Rwanda,43,33259,
1559,Alice,john@gmail.com,Tanzania,53,5411,
1826,Jane,,Kenya,60,869,
2664,,,,52,44120,
1954,Peter,invalid_email,,60,2533,
1515,Mike,john@gmail.com,Tanzania,52,41190,2025-02-20
1426,,john@gmail.com,Rwanda,29,1778,
2561,,john@gmail.com,Tanzania,50,11494,2024-05-12
1158,Mike,invalid_email,,53,10727,
1147,Mike,,,31,30180,2024-01-01
1774,Alice,john@gmail.com,Kenya,50,22762,
2252,,,,63,37165,
2734,John,john@gmail.com,,62,25951,2024-01-01
2584,Jane,,Rwanda,62,8671,
1065,,invalid_email,,41,22461,2024-05-12
2012,Mike,john@gmail.com,Tanzania,32,289,2025-02-20
2834,Jane,john@gmail.com,Uganda,48,5630,2024-05-12
1379,,,Tanzania,34,289,2024-01-01
1056,Mike,,Rwanda,29,17775,2025-02-20
2281,,john@gmail.com,Kenya,39,47291,
1340,,john@gmail.com,,40,40874,2024-01-01
2860,Alice,,Kenya,43,28121,2025-02-20
2152,John,,Rwanda,31,8671,
1725,John,mary@yahoo.com,,29,41706,2025-02-20
2194,Mike,mary@yahoo.com,,67,3656,
1768,,john@gmail.com,,21,8210,
1612,Alice,,Tanzania,63,9368,2025-02-20
2231,Mary,invalid_email,Tanzania,68,2793,2024-05-12
2825,Jane,invalid_email,Rwanda,30,3727,2024-05-12
1352,Jane,mary@yahoo.com,,150,1785,
2493,Peter,,,35,34866,2024-01-01
2820,Alice,mary@yahoo.com,,60,41706,2025-02-20
1114,,john@gmail.com,Tanzania,45,9574,2024-01-01
2286,,,Rwanda,55,47816,2024-05-12
1660,,invalid_email,,58,10727,2024-01-01
2834,Peter,,Rwanda,61,27351,
2464,Mike,,,36,8210,
2570,,john@gmail.com,Kenya,63,43041,2024-05-12
1451,Peter,mary@yahoo.com,,64,37294,2024-01-01
2867,John,john@gmail.com,Tanzania,60,38144,2025-02-20
2499,Jane,,,55,763,2024-05-12
1285,,invalid_email,Tanzania,63,11753,
2325,Peter,,Tanzania,20,29227,2024-05-12
2015,John,,Tanzania,36,13873,2024-01-01
1309,Alice,,Rwanda,37,40857,2024-01-01
1206,Peter,,Uganda,42,21343,2024-01-01
1616,Mike,,Uganda,28,47291,
1444,Mike,mary@yahoo.com,Kenya,34,26657,2024-01-01
1668,Mike,,Tanzania,66,30180,
1631,,john@gmail.com,Uganda,150,1778,
1053,,,Kenya,52,4043,
1910,,john@gmail.com,Rwanda,31,8533,
2034,Jane,,Tanzania,56,38258,
1655,Peter,,,36,48290,2024-05-12
2422,Alice,,Rwanda,20,5411,2024-01-01
2930,Peter,,Kenya,51,28793,2024-05-12
2670,Jane,mary@yahoo.com,Rwanda,66,30635,2024-05-12
1978,John,,,58,12285,
1513,Jane,john@gmail.com,Rwanda,39,41623,2025-02-20
2678,Mike,john@gmail.com,Kenya,55,5358,2024-01-01
2564,,,,44,38258,2025-02-20
1235,John,mary@yahoo.com,,38,23583,
2301,,mary@yahoo.com,Rwanda,58,3661,
1346,Mike,mary@yahoo.com,,48,44120,2024-05-12
1625,Mary,john@gmail.com,Rwanda,44,21877,
2126,Jane,,Tanzania,54,47816,
1628,Jane,mary@yahoo.com,,19,41706,2025-02-20
2539,Alice,john@gmail.com,Rwanda,-5,43121,
2894,Peter,john@gmail.com,Tanzania,64,43101,2024-05-12
2270,John,,,26,19042,
1362,,,Tanzania,36,869,
1319,,,,59,16950,
2655,John,mary@yahoo.com,,53,12766,2024-01-01
1284,Alice,mary@yahoo.com,,27,5630,
1147,Alice,,Kenya,57,21877,
2106,,mary@yahoo.com,Kenya,-5,22062,2024-01-01
2988,,,Rwanda,62,22102,2024-01-01
1404,Peter,john@gmail.com,Uganda,56,17512,
1976,,mary@yahoo.com,,24,5630,
1454,,john@gmail.com,,21,33863,2024-05-12
2765,Mike,invalid_email,Kenya,32,289,
1798,,,,29,40394,2024-01-01
2183,Peter,invalid_email,Uganda,65,24376,2024-05-12
2011,Jane,mary@yahoo.com,Tanzania,23,24638,2024-05-12
1782,Mike,john@gmail.com,Tanzania,26,24376,2024-01-01
1458,Mary,mary@yahoo.com,Uganda,52,17259,2024-05-12
2572,,invalid_email,,25,38760,
2522,Peter,mary@yahoo.com,,24,19042,
1736,Alice,,,21,24376,
1507,Mike,invalid_email,Rwanda,30,3848,
2676,Peter,mary@yahoo.com,,36,16950,2024-05-12
2826,John,john@gmail.com,Uganda,24,49025,2024-01-01
1479,,mary@yahoo.com,Uganda,27,5358,
2685,Mary,john@gmail.com,Uganda,42,5775,2025-02-20
1112,Jane,,Uganda,61,960,
1747,,mary@yahoo.com,Uganda,52,23519,
2600,John,,,42,25546,2024-05-12
1359,John,invalid_email,Rwanda,46,23997,
1339,Mary,john@gmail.com,Kenya,29,22503,
1768,Jane,invalid_email,,68,37919,2024-05-12
1759,Alice,john@gmail.com,,64,2533,
1967,Mike,,,57,23583,
1447,,,Kenya,29,46676,2025-02-20
2865,Jane,mary@yahoo.com,Uganda,69,6876,2025-02-20
1833,,,Kenya,23,42657,
2202,Peter,john@gmail.com,Rwanda,27,24376,
2724,John,john@gmail.com,Tanzania,19,1778,
2429,Peter,john@gmail.com,,62,38144,
2688,Alice,john@gmail.com,Kenya,42,21877,
2218,Peter,mary@yahoo.com,,24,13645,2025-02-20
2488,Jane,invalid_email,Rwanda,57,39052,2024-05-12
1309,Peter,,Tanzania,40,30180,2024-01-01
1260,Alice,mary@yahoo.com,Rwanda,65,19215,2024-05-12
2441,Alice,john@gmail.com,Uganda,28,869,2024-01-01
1404,Alice,mary@yahoo.com,Tanzania,53,21371,
2961,Jane,,,66,26205,2025-02-20
1141,Alice,john@gmail.com,Tanzania,65,21877,2024-01-01
1340,John,,,68,43423,
2338,,john@gmail.com,Uganda,40,8671,
2123,Alice,,,60,33259,2024-01-01
1242,Peter,,Rwanda,24,29567,
1488,Mike,invalid_email,Kenya,44,28793,
1010,Peter,invalid_email,Rwanda,30,5156,2024-01-01
2261,Mike,mary@yahoo.com,,68,-100,
1559,Peter,mary@yahoo.com,Rwanda,34,3990,2025-02-20
1040,Jane,,Tanzania,49,49316,
1676,Peter,john@gmail.com,Uganda,43,39453,2024-01-01
1592,Jane,,,39,34866,
2451,Jane,,,30,2127,2025-02-20
2825,Alice,john@gmail.com,,29,16950,
2180,John,john@gmail.com,Kenya,24,8892,2025-02-20
2238,Mike,invalid_email,,18,33863,2024-01-01
2692,Alice,,Tanzania,50,16950,
2484,Alice,,Uganda,69,28121,
1132,,mary@yahoo.com,Kenya,150,1685,2024-05-12
2089,Jane,invalid_email,Rwanda,31,15895,
2870,Jane,,Uganda,64,24039,
2029,Mike,john@gmail.com,,60,8629,2025-02-20
1946,Peter,,Uganda,58,9368,
2548,Peter,,Uganda,34,37919,2024-01-01
1071,,invalid_email,Rwanda,21,14086,
1397,Alice,john@gmail.com,,69,33370,2024-05-12
2427,,,Tanzania,68,8492,2024-01-01
2697,Mary,mary@yahoo.com,,56,17259,
1576,Mary,invalid_email,,18,13517,2024-01-01
1857,,,Kenya,58,39199,2024-01-01
1128,Peter,,,62,25546,2024-05-12
1929,Mary,john@gmail.com,Tanzania,41,32662,2025-02-20
2488,,mary@yahoo.com,Kenya,51,26631,2024-01-01
2228,Peter,,Rwanda,51,3848,2025-02-20
2810,Jane,invalid_email,,41,9792,
2790,Alice,,,32,763,2024-05-12
1264,John,,Uganda,34,49084,
2559,Alice,invalid_email,Tanzania,30,37294,2024-01-01
2984,,invalid_email,,24,45074,2025-02-20
1791,Peter,,Uganda,26,17512,2024-01-01
1251,,john@gmail.com,,61,32582,2024-05-12
1820,,invalid_email,Kenya,52,41094,
2311,Peter,,Uganda,40,5358,
1162,Alice,john@gmail.com,Uganda,-5,22762,
1093,,john@gmail.com,,64,17362,2025-02-20
2804,,john@gmail.com,Rwanda,56,25546,
1831,,invalid_email,Rwanda,40,14086,2025-02-20
2132,Mike,john@gmail.com,,43,6496,
1334,Peter,,Kenya,18,41623,2024-01-01
1820,Mary,john@gmail.com,Rwanda,31,2127,2024-05-12
1236,Mary,,,49,41623,
1379,Peter,mary@yahoo.com,Rwanda,68,41094,
2458,Peter,,,65,14086,
1897,Mike,invalid_email,Tanzania,27,40076,
1481,Mary,john@gmail.com,,18,6365,2024-05-12
2959,Peter,john@gmail.com,Uganda,22,289,2024-01-01
1900,Peter,,Uganda,20,763,
2047,,john@gmail.com,Rwanda,66,32582,
2675,Mike,,Rwanda,67,2712,
2139,Mike,invalid_email,,,39604,2024-01-01
1480,Alice,mary@yahoo.com,,44,9368,2025-02-20
2414,Mike,john@gmail.com,,68,42630,2024-01-01
1915,John,mary@yahoo.com,Kenya,-5,43121,
1992,Mary,john@gmail.com,,39,11937,
1962,Alice,invalid_email,Uganda,35,40442,2024-05-12
1535,John,,,33,40874,
2101,Peter,invalid_email,,19,3727,
2602,,mary@yahoo.com,,64,9792,2024-05-12
2195,,john@gmail.com,Tanzania,30,19557,
2978,Peter,mary@yahoo.com,Kenya,62,23997,2024-01-01
2034,Alice,,,33,16123,
2822,Mike,invalid_email,Rwanda,25,9792,2024-01-01
1126,,mary@yahoo.com,,60,261,2024-01-01
2630,,mary@yahoo.com,,25,8892,
1090,,,Rwanda,-5,23583,2024-01-01
2675,Peter,john@gmail.com,Rwanda,27,22062,2025-02-20
1541,,mary@yahoo.com,Uganda,150,8094,2024-05-12
1844,Jane,,Uganda,50,48133,
2554,Alice,john@gmail.com,,48,47291,2025-02-20
2680,John,john@gmail.com,,29,43121,2024-01-01
1987,Alice,invalid_email,Tanzania,26,48290,2024-01-01
2850,Mary,,Kenya,54,29420,2024-05-12
1445,Mike,john@gmail.com,Kenya,26,3656,2025-02-20
1388,Mike,invalid_email,,65,23583,2025-02-20
1670,Alice,,Uganda,35,40874,
2883,Peter,,,47,25951,2024-01-01
1041,Peter,,Tanzania,49,41190,
1252,Jane,john@gmail.com,Kenya,57,17512,
2152,Jane,,,40,29420,
2082,Mike,invalid_email,Uganda,28,2127,
1661,Jane,john@gmail.com,Uganda,37,5156,2024-05-12
1465,,,Uganda,36,43101,2024-05-12
1285,,,,53,49180,
2009,John,,Rwanda,69,44231,
2539,Jane,john@gmail.com,,43,25951,2025-02-20
2489,John,invalid_email,Uganda,27,11384,2025-02-20
2952,Jane,invalid_email,,41,6365,2024-01-01
1776,Mike,john@gmail.com,Tanzania,30,-100,2025-02-20
1343,Mike,john@gmail.com,,69,13167,2025-02-20
1640,John,mary@yahoo.com,,63,40442,
1380,Alice,,Uganda,,21877,2025-02-20
2801,Mike,john@gmail.com,Tanzania,51,25951,
1688,Alice,john@gmail.com,Kenya,46,27990,2024-05-12
2275,Peter,mary@yahoo.com,Kenya,53,38258,
2949,,mary@yahoo.com,,24,1685,2024-05-12
2078,John,,Tanzania,68,28121,
2485,,invalid_email,,47,39199,
1455,Mike,,Tanzania,34,11116,2024-05-12
1981,Mary,,Tanzania,65,1367,2024-05-12
1081,Peter,john@gmail.com,,30,3656,2025-02-20
2927,Alice,mary@yahoo.com,Tanzania,41,21877,2024-05-12
2121,Mike,invalid_email,,-5,8094,
1147,John,,Uganda,150,32068,
2351,,invalid_email,Tanzania,48,15895,
2178,Jane,mary@yahoo.com,,44,3848,2025-02-20
1188,,,Tanzania,67,13873,
2516,Mary,,,38,48290,
1881,Alice,invalid_email,,61,23519,2024-01-01
1261,Peter,mary@yahoo.com,Kenya,150,38760,2024-05-12
2102,,john@gmail.com,Rwanda,18,22503,2025-02-20
1398,John,,Tanzania,32,1367,
1762,Mary,john@gmail.com,Rwanda,20,15895,2024-01-01
1607,John,mary@yahoo.com,Tanzania,23,48655,
2282,Mike,,,31,28793,2024-05-12
2794,Jane,,,150,32662,
2637,Peter,john@gmail.com,,55,6474,2024-01-01
2574,John,,Tanzania,50,30180,
1783,Alice,john@gmail.com,,69,2533,
1099,Mike,john@gmail.com,,55,22399,
2381,Mike,,Tanzania,25,23699,
2402,Peter,mary@yahoo.com,,43,24400,
1818,Mike,mary@yahoo.com,,32,39453,2025-02-20
2243,Alice,,,31,21877,
1818,John,invalid_email,,65,28121,
1418,Peter,invalid_email,Kenya,37,6973,2024-01-01
1122,,,Tanzania,150,13167,2024-05-12
1420,Mike,invalid_email,Kenya,65,29567,2025-02-20
2253,Mike,john@gmail.com,,36,17668,
2712,Alice,john@gmail.com,Kenya,50,14086,2024-05-12
2085,Jane,,,53,47816,2025-02-20
2507,Jane,,,41,16950,
2650,,,Kenya,27,23876,2024-05-12
2725,Mike,,Kenya,69,22062,2025-02-20
2596,,,Tanzania,67,19042,
1766,John,john@gmail.com,Kenya,51,47816,
1481,Peter,invalid_email,,53,23347,2025-02-20
1517,Mike,,,64,3404,
